word,meaning,native,sentence,ipa,notes
amélioration,improvement,,L'{{amélioration}} du service client est notre priorité absolue.,ameljoraˈsjɔ̃,
développement,development,,Le {{développement}} technologique change notre vie quotidienne rapidement.,deveˈlɔpmɑ̃,
obligation,obligation,,C'est une {{obligation}} légale de porter une ceinture.,ɔbliɡaˈsjɔ̃,
opportunité,opportunity,,Cette {{opportunité}} d'emploi est parfaite pour moi maintenant.,ɔpɔʁtyniˈte,
données,data,,Les {{données}} statistiques montrent une augmentation significative.,dɔˈne,
tendance,trend,,La {{tendance}} actuelle est vers la mode durable.,tɑ̃ˈdɑ̃s,
ouragan,hurricane,,L'{{ouragan}} a causé des dégâts importants à la côte.,uraˈɡɑ̃,
tornade,tornado,,Une {{tornade}} a dévasté plusieurs villages hier soir.,tɔrˈnad,
tremblement de terre,earthquake,,Le {{tremblement de terre}} a duré plusieurs secondes longues.,tʁɑ̃blǝmɑ̃ dǝ ˈtɛʁ,
volcan,volcano,,Le {{volcan}} actif menace la ville voisine constamment.,vɔlˈkɑ̃,
avalanche,avalanche,,L'{{avalanche}} de neige a fermé la route montagne.,avaˈlɑ̃ʃ,
sécheresse,drought,,La {{sécheresse}} prolongée affecte les récoltes agricoles gravement.,seʃǝˈres,
inondation,flood,,L'{{inondation}} a forcé l'évacuation de plusieurs quartiers.,inɔ̃daˈsjɔ̃,
incendie,fire / blaze,,L'{{incendie}} s'est propagé très rapidement dans le bâtiment.,ɛ̃sɑ̃ˈdi,
fumée,smoke,,La {{fumée}} blanche s'échappait de la cheminée.,fyˈme,
cendre,ash,,La {{cendre}} volcanique couvrait toute la région.,ˈsɑ̃dʁ,
gaz,gas,,Le {{gaz}} naturel chauffe notre maison efficacement.,ˈɡaz,
acier,steel,,L'{{acier}} est un matériau très résistant et durable.,aˈsje,
fer,iron,,Le {{fer}} est essentiel pour la santé humaine.,ˈfɛʁ,
cuivre,copper,,Le {{cuivre}} a une belle couleur rougeâtre brillante.,ˈkɥivʁ,
or,gold,,L'{{or}} est le métal le plus précieux.,ˈɔʁ,
diamant,diamond,,Le {{diamant}} brille magnifiquement dans la lumière.,djaˈmɑ̃,
pierre précieuse,gemstone,,Cette {{pierre précieuse}} vaut une fortune considérable.,pjɛʁ pʁeˈsjøz,
salle de séjour,living room,,Nous regardons la télévision dans la {{salle de séjour}}.,sal dǝ seˈʒuʁ,
chambre,bedroom,,Ma {{chambre}} est spacieuse et confortable maintenant.,ˈʃɑ̃bʁ,
toit,roof,,Le {{toit}} de la maison a besoin de réparations.,ˈtwa,
fondation,foundation,,La {{fondation}} de ce bâtiment est très solide.,fɔ̃daˈsjɔ̃,
ciment,cement,,Le {{ciment}} a durci après quelques jours.,siˈmɑ̃,
brique,brick,,Chaque {{brique}} a été placée soigneusement par les ouvriers.,ˈbrik,
peigne,comb,,Je passe le {{peigne}} dans mes cheveux chaque matin.,ˈpɛɲ,
maquillage,make-up,,Son {{maquillage}} était parfait pour la soirée.,makiˈjaʒ,
rouge à lèvres,lipstick,,Le {{rouge à lèvres}} rouge était très élégant.,ʁuʒ a ˈlɛvʁ,
collier,necklace,,Elle porte un {{collier}} en or très élégant.,kɔˈlje,
bague,ring,,La {{bague}} de fiançailles brille sur son doigt.,ˈbaɡ,
boucle d'oreille,earring,,La {{boucle d'oreille}} en perle est très élégante.,bukl dɔˈrɛj,
montre,watch,,Ma {{montre}} indique l'heure exacte chaque jour.,ˈmɔ̃tʁ,
ceinture,belt,,Elle porte une {{ceinture}} noire avec sa robe.,sɛ̃ˈtyʁ,
acier inoxydable,stainless steel,,La casserole en {{acier inoxydable}} ne rouille jamais.,asje inɔksiˈdabl,
fonte,cast iron,,La poêle en {{fonte}} retient bien la chaleur.,ˈfɔ̃t,
laiton,brass,,La trompette en {{laiton}} produit un beau son.,lɛˈtɔ̃,
